clone	size
75691	12
75692	84
75693	3
75694	23
75695	1
75696	5
75697	41
75698	8
75699	10
75700	41
75701	86
75702	29
75703	3
75704	11
75705	45
75706	44
75707	28
75708	53
75709	3
75710	2
75711	5
75712	31
75713	36
75714	18
75715	43
75716	123
75717	65
75718	57
75719	19
75720	19
75721	23
75722	62
75723	10
75724	4
75725	1
75726	35
75727	19
75728	50
75729	7
75730	82
75731	24
75732	27
75733	26
75734	111
75735	1
75736	16
75737	25
75738	4
75739	67
75740	12
75741	56
75742	6
75743	10
75744	14
75745	5
75746	28
75747	9
75748	21
75749	41
75750	41
75751	4
75752	6
75753	31
75754	3
75755	17
75756	18
75757	10
75758	34
75759	26
75760	12
75761	9
75762	59
75763	6
75764	9
75765	1
75766	36
75767	6
75768	18
75769	7
75770	8
75771	4
75772	41
75773	24
75774	23
75775	7
75776	9
75777	14
75778	7
75779	94
75780	18
75781	12
75782	35
75783	19
75784	34
75785	34
75786	13
75787	40
75788	14
75789	5
75790	31
75791	33
75792	6
75793	7
75794	21
75795	8
75796	19
75797	9
75798	18
75799	14
75800	5
75801	23
75802	21
75803	9
75804	6
75805	6
75806	22
75807	32
75808	70
75809	6
75810	31
75811	17
75812	14
75813	13
75814	4
75815	17
75816	38
75817	2
75818	11
75819	3
75820	12
75821	13
75822	19
75823	14
75824	45
75825	2
75826	16
75827	52
75828	34
75829	22
75830	3
75831	58
75832	42
75833	43
75834	9
75835	3
75836	34
75837	1
75838	13
75839	16
75840	61
75841	16
75842	2
75843	3
75844	4
75845	14
75846	14
75847	2
75848	1
75849	1
75850	43
75851	5
75852	2
75853	33
75854	31
75855	47
75856	37
75857	7
75858	4
75859	37
75860	1
75861	10
75862	15
75863	6
75864	68
75865	27
75866	1
75867	30
75868	66
75869	49
75870	36
75871	2
75872	11
75873	22
75874	36
75875	6
75876	14
75877	6
75878	18
75879	1
75880	7
75881	1
75882	31
75883	7
75884	2
75885	18
75886	27
75887	28
75888	10
75889	13
75890	9
75891	39
75892	13
75893	8
75894	8
75895	45
75896	43
75897	28
75898	23
75899	4
75900	5
75901	3
75902	2
75903	15
75904	6
75905	13
75906	41
75907	38
75908	43
75909	34
75910	26
75911	3
75912	18
75913	10
75914	33
75915	15
75916	6
75917	20
75918	16
75919	62
75920	66
75921	16
75922	45
75923	16
75924	6
75925	42
75926	38
75927	3
75928	10
75929	69
75930	4
75931	2
75932	18
75933	29
75934	2
75935	2
75936	45
75937	29
75938	69
75939	78
75940	47
75941	15
75942	3
75943	34
75944	4
75945	8
75946	24
75947	17
75948	3
75949	25
75950	3
75951	30
75952	22
75953	14
75954	26
75955	27
75956	33
75957	14
75958	31
75959	24
75960	6
75961	14
75962	30
75963	11
75964	27
75965	2
75966	2
75967	36
75968	2
75969	19
75970	7
75971	22
75972	9
75973	3
75974	5
75975	35
75976	30
75977	17
75978	3
75979	27
75980	13
75981	65
75982	2
75983	15
75984	4
75985	2
75986	105
75987	3
75988	1
75989	35
75990	2
75991	2
75992	1
75993	1
75994	4
75995	7
75996	44
75997	2
75998	18
75999	31
76000	7
76001	18
76002	2
76003	11
76004	16
76005	34
76006	44
76007	9
76008	20
76009	9
76010	19
76011	38
76012	25
76013	5
76014	10
76015	14
76016	4
76017	70
76018	97
76019	12
76020	59
76021	8
76022	3
76023	36
76024	27
76025	58
76026	11
76027	8
76028	2
76029	24
76030	4
76031	12
76032	44
76033	3
76034	12
76035	4
76036	5
76037	37
76038	52
76039	25
76040	16
76041	4
76042	4
76043	21
76044	4
76045	47
76046	66
76047	15
76048	18
76049	29
76050	14
76051	26
76052	4
76053	11
76054	13
76055	5
76056	37
76057	1
76058	28
76059	8
76060	8
76061	10
76062	39
76063	70
76064	16
76065	20
76066	12
76067	13
76068	1
76069	2
76070	27
76071	5
76072	19
76073	12
76074	10
76075	2
76076	13
76077	42
76078	1
76079	53
76080	1
76081	31
76082	16
76083	3
76084	12
76085	51
76086	19
76087	1
76088	29
76089	8
76090	11
76091	6
76092	14
76093	26
76094	19
76095	5
76096	26
76097	125
76098	34
76099	6
76100	3
76101	9
76102	8
76103	7
76104	30
76105	14
76106	23
76107	13
76108	30
76109	6
76110	41
76111	104
76112	16
76113	7
76114	3
76115	4
76116	14
76117	23
76118	20
76119	27
76120	87
76121	29
76122	23
76123	20
76124	1
76125	1
76126	16
76127	3
76128	1
76129	25
76130	10
76131	15
76132	22
76133	47
76134	32
76135	30
76136	14
76137	31
76138	10
76139	69
76140	57
76141	17
76142	5
76143	11
76144	37
76145	24
76146	1
76147	1
76148	38
76149	19
76150	53
76151	4
76152	17
76153	7
76154	14
76155	45
76156	57
76157	18
76158	107
76159	3
76160	28
76161	31
76162	22
76163	12
76164	30
76165	47
76166	4
76167	15
76168	20
76169	6
76170	15
76171	18
76172	5
76173	11
76174	7
76175	22
76176	25
76177	6
76178	34
76179	9
76180	6
76181	1
76182	5
76183	12
76184	3
76185	10
76186	23
76187	25
76188	11
76189	3
76190	17
76191	49
76192	32
76193	27
76194	20
76195	4
76196	13
76197	49
76198	2
76199	24
76200	48
76201	14
76202	4
76203	13
76204	66
76205	50
76206	6
76207	21
76208	6
76209	7
76210	78
76211	11
76212	20
76213	3
76214	25
76215	49
76216	58
76217	35
76218	48
76219	11
76220	36
76221	8
76222	9
76223	68
76224	2
76225	10
76226	13
76227	9
76228	19
76229	2
76230	48
76231	25
76232	13
76233	3
76234	71
76235	6
76236	19
76237	38
76238	3
76239	28
76240	72
76241	6
76242	27
76243	67
76244	12
76245	18
76246	7
76247	11
76248	79
76249	42
76250	48
76251	23
76252	31
76253	20
76254	7
76255	13
76256	25
76257	6
76258	29
76259	1
76260	15
76261	43
76262	15
76263	14
76264	14
76265	61
76266	37
76267	15
76268	32
76269	10
76270	70
76271	2
76272	35
76273	37
76274	35
76275	15
76276	7
76277	74
76278	10
76279	8
76280	47
76281	33
76282	13
76283	9
76284	62
76285	22
76286	25
76287	6
76288	28
76289	13
76290	8
76291	3
76292	2
76293	21
76294	32
76295	1
76296	15
76297	11
76298	15
76299	39
76300	3
76301	1
76302	77
76303	24
76304	54
76305	43
76306	3
76307	22
76308	3
76309	76
76310	13
76311	7
76312	4
76313	50
76314	15
76315	73
76316	23
76317	82
76318	10
76319	17
76320	3
76321	29
76322	20
76323	25
76324	2
76325	9
76326	22
76327	12
76328	11
76329	39
76330	9
76331	51
76332	125
76333	72
76334	6
76335	32
76336	1
76337	38
76338	28
76339	28
76340	11
76341	21
76342	1
76343	36
76344	21
76345	14
76346	34
76347	21
76348	45
76349	16
76350	66
76351	11
76352	1
76353	54
76354	1
76355	19
76356	11
76357	32
76358	10
76359	29
76360	27
76361	30
76362	1
76363	4
76364	42
76365	7
76366	15
76367	13
76368	35
76369	22
76370	6
76371	29
76372	19
76373	15
76374	1
76375	49
76376	10
76377	64
76378	8
76379	5
76380	4
76381	9
76382	4
76383	22
76384	16
76385	12
76386	44
76387	10
76388	43
76389	2
76390	6
76391	35
76392	11
76393	11
76394	16
76395	17
76396	1
76397	18
76398	25
76399	41
76400	11
76401	6
76402	7
76403	65
76404	18
76405	44
76406	29
76407	19
76408	7
76409	94
76410	32
76411	18
76412	1
76413	7
76414	4
76415	10
76416	17
76417	33
76418	3
76419	9
76420	8
76421	53
76422	13
76423	8
76424	16
76425	4
76426	3
76427	66
76428	15
76429	69
76430	6
76431	11
76432	2
76433	21
76434	3
76435	6
76436	5
76437	60
76438	29
76439	5
76440	129
76441	11
76442	64
76443	7
76444	47
76445	60
76446	13
76447	32
76448	29
76449	4
76450	20
76451	44
76452	11
76453	22
76454	4
76455	8
76456	25
76457	28
76458	40
76459	20
76460	12
76461	3
76462	54
76463	64
76464	12
76465	13
76466	34
76467	20
76468	13
76469	15
76470	7
76471	19
76472	9
76473	38
76474	53
76475	54
76476	3
76477	2
76478	7
76479	6
76480	27
76481	17
76482	48
76483	14
76484	3
76485	5
76486	30
76487	99
76488	4
76489	9
76490	15
76491	60
76492	15
76493	8
76494	49
76495	18
76496	30
76497	5
76498	46
76499	11
76500	69
76501	39
76502	31
76503	11
76504	17
76505	4
76506	48
76507	10
76508	6
76509	49
76510	1
76511	7
76512	13
76513	25
76514	101
76515	9
76516	46
76517	40
76518	4
76519	2
76520	24
76521	20
76522	7
76523	27
76524	15
76525	8
76526	1
76527	13
76528	42
76529	11
76530	25
76531	5
76532	3
76533	2
76534	28
76535	16
76536	19
76537	31
76538	34
76539	66
76540	54
76541	4
76542	3
76543	21
76544	70
76545	20
76546	26
76547	39
76548	29
76549	7
76550	2
76551	29
76552	59
76553	27
76554	30
76555	8
76556	30
76557	3
76558	38
76559	52
76560	12
76561	15
76562	17
76563	18
76564	27
76565	27
76566	3
76567	6
76568	32
76569	24
76570	20
76571	2
76572	21
76573	16
76574	32
76575	80
76576	20
76577	33
76578	13
76579	22
76580	35
76581	51
76582	33
76583	24
76584	32
76585	24
76586	52
76587	20
76588	26
76589	15
76590	25
76591	26
76592	51
76593	75
76594	6
76595	5
76596	33
76597	45
76598	18
76599	44
76600	8
76601	4
76602	3
76603	16
76604	7
76605	24
76606	2
76607	8
76608	41
76609	23
76610	11
76611	3
76612	46
76613	9
76614	52
76615	44
76616	9
76617	10
76618	13
76619	4
76620	11
76621	8
76622	9
76623	20
76624	11
76625	15
76626	27
76627	42
76628	35
76629	44
76630	6
76631	12
76632	19
76633	39
76634	17
76635	12
76636	7
76637	19
76638	9
76639	112
76640	42
76641	11
76642	2
76643	14
76644	94
76645	37
76646	33
76647	11
76648	17
76649	27
76650	6
76651	26
76652	34
76653	24
76654	77
76655	22
76656	52
76657	18
76658	39
76659	4
76660	10
76661	3
76662	5
76663	25
76664	37
76665	27
76666	18
76667	7
76668	5
76669	33
76670	5
76671	18
76672	26
76673	53
76674	4
76675	8
76676	16
76677	23
76678	2
76679	16
76680	14
76681	15
76682	16
76683	18
76684	41
76685	33
76686	1
76687	24
76688	38
76689	6
76690	25
76691	6
76692	22
76693	52
76694	25
76695	32
76696	27
76697	25
76698	3
76699	31
76700	8
76701	109
76702	68
76703	17
76704	32
76705	11
76706	8
76707	32
76708	23
76709	6
76710	62
76711	18
76712	15
76713	6
76714	10
76715	29
76716	18
76717	23
76718	11
76719	57
76720	16
76721	67
76722	19
76723	94
76724	20
76725	17
76726	2
76727	27
76728	72
76729	13
76730	5
76731	47
76732	29
76733	19
76734	44
76735	12
76736	18
76737	11
76738	7
76739	33
76740	31
76741	5
76742	37
76743	19
76744	41
76745	4
76746	38
76747	18
76748	32
76749	19
76750	5
76751	3
76752	13
76753	2
76754	24
76755	15
76756	14
76757	5
76758	22
76759	26
76760	28
76761	41
76762	1
76763	11
76764	9
76765	4
76766	51
76767	3
76768	43
76769	46
76770	5
76771	35
76772	6
76773	6
76774	12
76775	13
76776	56
76777	54
76778	16
76779	38
76780	34
76781	1
76782	50
76783	3
76784	14
76785	22
76786	2
76787	3
76788	29
76789	2
76790	24
76791	48
76792	3
76793	13
76794	36
76795	3
76796	41
76797	3
76798	40
76799	17
76800	59
76801	23
76802	23
76803	5
76804	41
76805	26
76806	65
76807	2
76808	29
76809	5
76810	1
76811	6
76812	22
76813	12
76814	15
76815	54
76816	12
76817	105
76818	2
76819	1
76820	39
76821	11
76822	6
76823	27
76824	62
76825	7
76826	15
76827	3
76828	4
76829	35
76830	40
76831	7
76832	10
76833	2
76834	11
76835	4
76836	74
76837	12
76838	37
76839	7
76840	13
76841	8
76842	37
76843	2
76844	43
76845	14
76846	42
76847	38
76848	6
76849	7
76850	1
76851	19
76852	15
76853	10
76854	31
76855	34
76856	4
76857	2
76858	41
76859	9
76860	25
76861	32
76862	71
76863	6
76864	4
76865	30
76866	54
76867	33
76868	80
76869	15
76870	37
76871	1
76872	22
76873	7
76874	1
76875	1
76876	3
76877	35
76878	116
76879	8
76880	56
76881	16
76882	4
76883	23
76884	23
76885	62
76886	21
76887	32
76888	32
76889	27
76890	79
76891	25
76892	29
76893	18
76894	6
76895	12
76896	86
76897	7
76898	6
76899	19
76900	20
76901	19
76902	4
76903	32
76904	28
76905	1
76906	1
76907	12
76908	17
76909	21
76910	3
76911	90
76912	22
76913	6
76914	16
76915	14
76916	18
76917	8
76918	48
76919	40
76920	5
76921	2
76922	3
76923	31
76924	20
76925	32
76926	21
76927	54
76928	13
76929	12
76930	7
76931	52
76932	10
76933	22
76934	19
76935	18
76936	52
76937	18
76938	15
76939	11
76940	28
76941	16
76942	45
76943	1
76944	15
76945	24
76946	56
76947	25
76948	7
76949	10
76950	13
76951	14
76952	13
76953	2
76954	12
76955	3
76956	6
76957	4
76958	34
76959	35
76960	27
76961	17
76962	25
76963	21
76964	95
76965	39
76966	29
76967	10
76968	33
76969	13
76970	1
76971	10
76972	12
76973	2
76974	14
76975	96
76976	6
76977	33
76978	34
76979	9
76980	15
76981	11
76982	17
76983	32
76984	17
76985	9
76986	19
76987	3
76988	49
76989	29
76990	28
76991	11
76992	21
76993	16
76994	15
76995	31
76996	30
76997	2
76998	25
76999	11
77000	41
77001	29
77002	3
77003	37
77004	23
77005	1
77006	14
77007	63
77008	30
77009	8
77010	7
77011	21
77012	6
77013	10
77014	9
77015	94
77016	11
77017	8
77018	22
77019	14
77020	7
77021	3
77022	17
77023	29
77024	29
77025	2
77026	31
77027	25
77028	5
77029	2
77030	19
77031	61
77032	37
77033	21
77034	20
77035	5
77036	16
77037	16
77038	24
77039	53
77040	4
77041	27
77042	44
77043	15
77044	12
77045	77
77046	27
77047	118
77048	32
77049	14
77050	13
77051	8
77052	41
77053	7
77054	39
77055	23
77056	30
77057	6
77058	22
77059	46
77060	2
77061	1
77062	2
77063	2
77064	14
77065	11
77066	5
77067	58
77068	22
77069	3
77070	74
77071	4
77072	3
77073	11
77074	10
77075	37
77076	58
77077	13
77078	34
77079	3
77080	10
77081	26
77082	23
77083	26
77084	6
77085	8
77086	8
77087	1
77088	52
77089	12
77090	19
77091	44
77092	26
77093	22
77094	47
77095	38
77096	8
77097	12
77098	37
77099	5
77100	6
77101	19
77102	5
77103	18
77104	11
77105	40
77106	1
77107	20
77108	20
77109	28
77110	21
77111	16
77112	12
77113	16
77114	7
77115	14
77116	25
77117	86
77118	8
77119	21
77120	40
77121	25
77122	11
77123	22
77124	50
77125	71
77126	46
77127	13
77128	2
77129	23
77130	33
77131	2
77132	41
77133	15
77134	1
77135	30
77136	24
77137	19
77138	13
77139	16
77140	29
77141	64
77142	27
77143	31
77144	17
77145	20
77146	17
77147	24
77148	15
77149	35
77150	73
77151	11
77152	59
77153	69
77154	13
77155	23
77156	4
77157	8
77158	36
77159	9
77160	33
77161	7
77162	26
77163	16
77164	12
77165	38
77166	3
77167	77
77168	9
77169	14
77170	5
77171	12
77172	15
77173	37
77174	67
77175	49
77176	77
77177	26
77178	6
77179	8
77180	62
77181	7
77182	60
77183	2
77184	7
77185	72
77186	29
77187	51
77188	7
77189	12
77190	36
77191	12
77192	21
77193	9
77194	40
77195	21
77196	19
77197	21
77198	27
77199	19
77200	29
77201	3
77202	5
77203	5
77204	2
77205	12
77206	1
77207	37
77208	11
77209	8
77210	24
77211	32
77212	2
77213	10
77214	20
77215	28
77216	77
77217	31
77218	24
77219	111
77220	28
77221	31
77222	4
77223	21
77224	48
77225	39
77226	40
77227	14
77228	74
77229	12
77230	11
77231	27
77232	14
77233	6
77234	66
77235	35
77236	5
77237	34
77238	5
77239	28
77240	56
77241	11
77242	2
77243	12
77244	1
77245	25
77246	24
77247	57
77248	60
77249	14
77250	45
77251	14
77252	31
77253	4
77254	2
77255	21
77256	2
77257	16
77258	1
77259	20
77260	8
77261	41
77262	28
77263	15
77264	2
77265	28
77266	21
77267	11
77268	20
77269	14
77270	51
77271	16
77272	15
77273	4
77274	24
77275	6
77276	16
77277	10
77278	15
77279	34
77280	11
77281	76
77282	30
77283	18
77284	36
77285	56
77286	14
77287	46
77288	32
77289	36
77290	27
77291	2
77292	83
77293	6
77294	76
77295	49
77296	52
77297	27
77298	24
77299	38
77300	12
77301	25
77302	5
77303	10
77304	2
77305	8
77306	49
77307	50
77308	10
77309	9
77310	9
77311	20
77312	13
77313	12
77314	55
77315	81
77316	16
77317	3
77318	9
77319	14
77320	16
77321	89
77322	1
77323	2
77324	1
77325	47
77326	15
77327	16
77328	88
77329	19
77330	22
77331	3
77332	3
77333	4
77334	14
77335	29
77336	3
77337	17
77338	25
77339	28
77340	54
77341	77
77342	21
77343	14
77344	21
77345	37
77346	24
77347	8
77348	1
77349	26
77350	6
77351	18
77352	1
77353	1
77354	4
77355	20
77356	32
77357	8
77358	3
77359	17
77360	36
77361	9
77362	37
77363	8
77364	12
77365	37
77366	9
77367	12
77368	42
77369	11
77370	27
77371	28
77372	9
77373	37
77374	18
77375	33
77376	69
77377	29
77378	4
77379	26
77380	26
77381	26
77382	6
77383	3
77384	5
77385	9
77386	10
77387	22
77388	11
77389	23
77390	33
77391	7
77392	8
77393	11
77394	30
77395	60
77396	44
77397	38
77398	35
77399	55
77400	8
77401	5
77402	84
77403	28
77404	5
77405	6
77406	86
77407	1
77408	9
77409	47
77410	14
77411	9
77412	51
77413	49
77414	73
77415	6
77416	13
77417	55
77418	13
77419	30
77420	2
77421	40
77422	4
77423	34
77424	4
77425	14
77426	25
77427	19
77428	44
77429	2
77430	8
77431	77
77432	5
77433	9
77434	20
77435	68
77436	15
77437	6
77438	13
77439	45
77440	4
77441	26
77442	87
77443	29
77444	24
77445	32
77446	5
77447	17
77448	12
77449	6
77450	18
77451	39
77452	4
77453	28
77454	17
77455	23
77456	2
77457	58
77458	83
77459	10
77460	34
77461	27
77462	15
77463	10
77464	3
77465	32
77466	35
77467	25
77468	7
77469	60
77470	12
77471	12
77472	6
77473	4
77474	12
77475	23
77476	14
77477	24
77478	10
77479	31
77480	25
77481	5
77482	8
77483	10
77484	18
77485	3
77486	15
77487	1
77488	74
77489	4
77490	12
77491	18
77492	38
77493	4
77494	63
77495	38
77496	13
77497	5
77498	3
77499	4
77500	16
77501	2
77502	10
77503	3
77504	40
77505	2
77506	43
77507	35
77508	27
77509	36
77510	2
77511	22
77512	6
77513	51
77514	4
77515	22
77516	17
77517	3
77518	68
77519	18
77520	37
77521	60
77522	13
77523	18
77524	104
77525	12
77526	86
77527	29
77528	11
77529	21
77530	1
77531	16
77532	54
77533	18
77534	4
77535	32
77536	4
77537	47
77538	27
77539	40
77540	5
77541	18
77542	9
77543	21
77544	3
77545	10
77546	17
77547	71
77548	11
77549	19
77550	10
77551	6
77552	19
77553	22
77554	102
77555	5
77556	33
77557	21
77558	19
77559	8
77560	13
77561	6
77562	45
77563	24
77564	73
77565	12
77566	46
77567	6
77568	32
77569	5
77570	70
77571	8
77572	20
77573	8
77574	3
77575	19
77576	18
77577	25
77578	6
77579	11
77580	7
77581	26
77582	6
77583	3
77584	22
77585	18
77586	25
77587	3
77588	2
77589	18
77590	26
77591	23
77592	27
77593	1
77594	4
77595	6
77596	47
77597	1
77598	33
77599	5
77600	14
77601	5
77602	30
77603	5
77604	35
77605	11
77606	5
77607	3
77608	1
77609	115
77610	41
77611	66
77612	37
77613	24
77614	1
77615	43
77616	11
77617	36
77618	76
77619	23
77620	32
77621	5
77622	1
77623	1
77624	20
77625	1
77626	13
77627	29
77628	20
77629	38
77630	20
77631	8
77632	66
77633	11
77634	50
77635	22
77636	6
77637	21
77638	11
77639	10
77640	19
77641	19
77642	7
77643	29
77644	58
77645	28
77646	7
77647	5
77648	53
77649	20
77650	34
77651	12
77652	16
77653	38
77654	22
77655	38
77656	9
77657	9
77658	5
77659	94
77660	35
77661	17
77662	23
77663	16
77664	5
77665	10
77666	31
77667	9
77668	39
77669	10
77670	9
77671	22
77672	12
77673	51
77674	40
77675	8
77676	82
77677	6
77678	43
77679	15
77680	5
77681	24
77682	5
77683	6
77684	31
77685	54
77686	15
77687	8
77688	21
77689	2
77690	23
77691	25
77692	29
77693	21
77694	7
77695	17
77696	6
77697	63
77698	45
77699	21
77700	33
77701	2
77702	13
77703	4
77704	36
77705	51
77706	2
77707	13
77708	39
77709	20
77710	13
77711	2
77712	3
77713	83
77714	1
77715	50
77716	12
77717	33
77718	3
77719	10
77720	10
77721	23
77722	4
77723	21
77724	27
77725	82
77726	20
77727	15
77728	17
77729	7
77730	15
77731	7
77732	22
77733	1
77734	105
77735	30
77736	4
77737	19
77738	15
77739	26
77740	31
77741	18
77742	15
77743	25
77744	36
77745	8
77746	11
77747	4
77748	48
77749	38
77750	46
77751	17
77752	1
77753	61
77754	26
77755	11
77756	3
77757	12
77758	18
77759	18
77760	10
77761	15
77762	2
77763	1
77764	135
77765	10
77766	6
77767	4
77768	29
77769	24
77770	23
77771	5
77772	44
77773	7
77774	14
77775	30
77776	5
77777	2
77778	78
77779	3
77780	6
77781	11
77782	3
77783	25
77784	10
77785	116
77786	3
77787	15
77788	19
77789	3
77790	5
77791	65
77792	2
77793	27
77794	13
77795	13
77796	79
77797	12
77798	9
77799	26
77800	18
77801	13
77802	71
77803	5
77804	10
77805	4
77806	16
77807	12
77808	10
77809	63
77810	10
77811	17
77812	26
77813	24
77814	30
77815	3
77816	18
77817	8
77818	33
77819	33
77820	4
77821	28
77822	6
77823	16
77824	78
77825	10
77826	75
77827	12
77828	26
77829	19
77830	17
77831	32
77832	25
77833	6
77834	9
77835	22
77836	103
77837	24
77838	11
77839	18
77840	6
77841	30
77842	26
77843	4
77844	1
77845	2
77846	15
77847	12
77848	3
77849	2
77850	42
77851	32
77852	26
77853	79
77854	1
77855	44
77856	58
77857	17
77858	6
77859	32
77860	5
77861	26
77862	26
77863	38
77864	11
77865	22
77866	1
77867	34
77868	29
77869	20
77870	15
77871	2
77872	33
77873	20
77874	1
77875	34
77876	8
77877	29
77878	17
77879	8
77880	11
77881	7
77882	32
77883	8
77884	38
77885	27
77886	6
77887	3
77888	2
77889	62
77890	2
77891	45
77892	9
77893	11
77894	38
77895	63
77896	9
77897	13
77898	9
77899	64
77900	55
77901	7
77902	24
77903	34
77904	1
77905	14
77906	21
77907	27
77908	15
77909	12
77910	68
77911	35
77912	48
77913	4
77914	15
77915	12
77916	63
77917	11
77918	11
77919	7
77920	40
77921	65
77922	46
77923	5
77924	13
77925	19
77926	4
77927	6
77928	27
77929	2
77930	12
77931	31
77932	32
77933	4
77934	7
77935	16
77936	80
77937	12
77938	15
77939	1
77940	10
77941	18
77942	12
77943	53
77944	15
77945	5
77946	4
77947	50
77948	20
77949	10
77950	4
77951	16
77952	30
77953	53
77954	32
77955	4
77956	6
77957	54
77958	12
77959	38
77960	24
77961	2
77962	9
77963	17
77964	36
77965	26
77966	129
77967	13
77968	99
77969	46
77970	42
77971	12
77972	44
77973	20
77974	3
77975	20
77976	43
77977	100
77978	52
77979	8
77980	31
77981	27
77982	20
77983	6
77984	8
77985	3
77986	7
77987	17
77988	5
77989	32
77990	67
77991	9
77992	2
77993	18
77994	5
77995	15
77996	4
77997	20
77998	14
77999	8
78000	16
78001	14
78002	39
78003	9
78004	8
78005	45
78006	9
78007	4
78008	16
78009	21
78010	34
78011	16
78012	4
78013	8
78014	5
78015	15
78016	3
78017	2
78018	26
78019	43
78020	8
78021	14
78022	66
78023	30
78024	58
78025	18
78026	82
78027	38
78028	30
78029	34
78030	57
78031	12
78032	2
78033	51
78034	12
78035	51
78036	10
78037	9
78038	4
78039	4
78040	18
78041	7
78042	26
78043	7
78044	52
78045	67
78046	6
78047	9
78048	49
78049	5
78050	5
78051	58
78052	2
78053	21
78054	10
78055	4
78056	1
78057	14
78058	75
78059	26
78060	6
78061	30
78062	14
78063	65
78064	3
78065	3
78066	14
78067	14
78068	18
78069	62
78070	12
78071	65
78072	7
78073	35
78074	20
78075	4
78076	8
78077	43
78078	39
78079	22
78080	25
78081	6
78082	32
78083	23
78084	32
78085	65
78086	10
78087	10
78088	26
78089	4
78090	12
78091	6
78092	19
78093	23
78094	29
78095	21
78096	80
78097	70
78098	45
78099	4
78100	48
78101	3
78102	79
78103	32
78104	5
78105	65
78106	5
78107	8
78108	7
78109	13
78110	31
78111	12
78112	19
78113	23
78114	8
78115	10
78116	9
78117	28
78118	48
78119	30
78120	5
78121	3
78122	7
78123	8
78124	34
78125	2
78126	61
78127	25
78128	1
78129	94
78130	2
78131	19
78132	23
78133	16
78134	14
78135	29
78136	28
78137	32
78138	29
78139	15
78140	1
78141	72
78142	5
78143	25
78144	20
78145	5
78146	24
78147	8
78148	3
78149	14
78150	36
78151	16
78152	1
78153	27
78154	33
78155	36
78156	5
78157	11
78158	5
78159	61
78160	4
78161	3
78162	4
78163	56
78164	6
78165	13
78166	21
78167	1
78168	20
78169	16
78170	20
78171	2
78172	9
78173	2
78174	84
78175	9
78176	3
78177	6
78178	1
78179	17
78180	47
78181	15
78182	12
78183	28
78184	28
78185	5
78186	3
78187	18
78188	7
78189	76
78190	47
78191	18
78192	10
78193	3
78194	37
78195	40
78196	3
78197	58
78198	17
78199	29
78200	3
78201	75
78202	11
78203	5
78204	4
78205	8
78206	10
78207	73
78208	16
78209	84
78210	52
78211	22
78212	13
78213	12
78214	9
78215	1
78216	2
78217	19
78218	3
78219	2
78220	58
78221	33
78222	56
78223	20
78224	4
78225	41
78226	15
78227	9
78228	11
78229	5
78230	19
78231	10
78232	23
78233	2
78234	36
78235	30
78236	5
78237	8
78238	16
78239	56
78240	32
78241	23
78242	8
78243	15
78244	6
78245	6
78246	17
78247	48
78248	45
78249	3
78250	8
78251	4
78252	17
78253	16
78254	7
78255	11
78256	6
78257	46
78258	35
78259	7
78260	43
78261	79
78262	7
78263	8
78264	25
78265	19
78266	14
78267	1
78268	39
78269	6
78270	8
78271	47
78272	47
78273	16
78274	18
78275	26
78276	10
78277	32
78278	5
78279	10
78280	12
78281	18
78282	14
78283	28
78284	23
78285	56
78286	34
78287	20
78288	20
78289	18
78290	4
78291	69
78292	13
78293	3
78294	61
78295	6
78296	16
78297	21
78298	30
78299	51
78300	23
78301	5
78302	7
78303	27
78304	28
78305	15
78306	1
78307	9
78308	53
78309	1
78310	18
78311	34
78312	20
78313	3
78314	17
78315	1
78316	27
78317	6
78318	9
78319	17
78320	40
78321	21
78322	45
78323	40
78324	68
78325	45
78326	89
78327	46
78328	27
78329	2
78330	15
78331	37
78332	34
78333	21
78334	5
78335	6
78336	28
78337	8
78338	13
78339	4
78340	42
78341	5
78342	13
78343	12
78344	54
78345	76
78346	27
78347	39
78348	23
78349	5
78350	21
78351	11
78352	32
78353	37
78354	24
78355	47
78356	16
78357	43
78358	4
78359	84
78360	15
78361	3
78362	19
78363	6
78364	47
78365	1
78366	7
78367	69
78368	20
78369	2
78370	47
78371	9
78372	6
78373	45
78374	15
78375	57
78376	62
78377	4
78378	4
78379	17
78380	31
78381	56
78382	8
78383	15
78384	2
78385	15
78386	29
78387	5
78388	66
78389	7
78390	14
78391	21
78392	40
78393	3
78394	25
78395	9
78396	28
78397	4
78398	3
78399	14
78400	12
78401	15
78402	6
78403	11
78404	36
78405	8
78406	2
78407	8
78408	31
78409	3
78410	7
78411	10
78412	62
78413	31
78414	7
78415	7
78416	25
78417	34
78418	125
78419	16
78420	36
78421	41
78422	23
78423	3
78424	1
78425	40
78426	29
78427	10
78428	10
78429	7
78430	22
78431	2
78432	36
78433	9
78434	27
78435	35
78436	42
78437	10
78438	11
78439	9
78440	30
78441	27
78442	5
78443	4
78444	5
78445	75
78446	1
78447	15
78448	47
78449	35
78450	92
78451	16
78452	8
78453	52
78454	17
78455	47
78456	5
78457	5
78458	2
78459	3
78460	28
78461	34
78462	38
78463	6
78464	44
78465	7
78466	36
78467	51
78468	11
78469	13
78470	11
78471	13
78472	23
78473	3
78474	101
78475	95
78476	14
78477	37
78478	10
78479	22
78480	1
78481	33
78482	7
78483	6
78484	29
78485	45
78486	4
78487	6
78488	26
78489	4
